,Year, County Code, Crop Name, Production, Unit,Price P/I ($), Price P/U,Total Value($)
880,2017,17,GRAPES WINE ,5930.0,Tons ,0.25,1503.2,8914000.0
881,2017,19,GRAPES WINE ,795000.0,Tons ,0.0,361.02,287013000.0
882,2017,29,GRAPES WINE ,277000.0,Tons ,0.0,311.22,86209000.0
883,2017,31,GRAPES WINE ,56300.0,Tons ,0.01,287.14,16166000.0
884,2017,33,GRAPES WINE ,46500.0,Tons ,0.04,1691.27,78644000.0
885,2017,39,GRAPES WINE ,392000.0,Tons ,0.0,304.11,119212000.0
886,2017,41,GRAPES WINE ,291.0,Tons ,10.56,3072.16,894000.0
887,2017,43,GRAPES WINE ,38.0,Tons ,33.24,1263.16,48000.0
888,2017,45,GRAPES WINE ,57300.0,Tons ,0.03,1540.79,88287000.0
889,2017,47,GRAPES WINE ,141000.0,Tons ,0.0,349.32,49254000.0
890,2017,53,GRAPES WINE ,171000.0,Tons ,0.01,1397.82,239027000.0
891,2017,55,GRAPES WINE ,142000.0,Tons ,0.04,5287.55,750832000.0
892,2017,57,GRAPES WINE ,1520.0,Tons ,0.85,1287.5,1957000.0
893,2017,61,GRAPES WINE ,814.0,Tons ,1.68,1371.01,1116000.0
894,2017,65,GRAPES WINE ,8700.0,Tons ,0.17,1520.34,13227000.0
895,2017,67,GRAPES WINE ,275000.0,Tons ,0.0,618.84,170181000.0
896,2017,69,GRAPES WINE ,21300.0,Tons ,0.07,1460.89,31117000.0
897,2017,71,GRAPES WINE ,454.0,Tons ,1.46,663.0,301000.0
898,2017,73,GRAPES WINE ,2780.0,Tons ,0.5,1386.33,3854000.0
899,2017,77,GRAPES WINE ,666000.0,Tons ,0.0,593.91,395541000.0
900,2017,79,GRAPES WINE ,164000.0,Tons ,0.01,1632.09,267662000.0
902,2017,83,GRAPES WINE ,72700.0,Tons ,0.03,2010.04,146130000.0
903,2017,85,GRAPES WINE ,5510.0,Tons ,0.33,1827.04,10067000.0
904,2017,87,GRAPES WINE ,1500.0,Tons ,2.15,3226.67,4840000.0
905,2017,89,GRAPES WINE ,425.0,Tons ,2.67,1134.12,482000.0
906,2017,95,GRAPES WINE ,19000.0,Tons ,0.06,1072.05,20369000.0
907,2017,97,GRAPES WINE ,206000.0,Tons ,0.01,2807.34,578313000.0
908,2017,105,GRAPES WINE ,85.0,Tons ,20.35,1729.41,147000.0
909,2017,107,GRAPES WINE ,164000.0,Tons ,0.0,308.0,50512000.0
910,2017,113,GRAPES WINE ,102000.0,Tons ,0.01,843.25,86012000.0
911,2017,991,GRAPES WINE ,6570.0,Tons ,0.12,811.35,5330600.0
913,2017,111,GREENS TURNIP & MUSTARD ,9030.0,Tons ,0.12,1038.76,9380000.0
914,2017,991,GREENS TURNIP & MUSTARD ,3702.0,Tons ,0.1,367.72,1361300.0
916,2017,991,GUAVAS ,9.0,Tons ,392.96,3536.67,31830.0
918,2017,1,HAY ALFALFA ,818.0,Tons ,0.22,179.71,147000.0
919,2017,5,HAY ALFALFA ,2490.0,Tons ,0.07,180.32,449000.0
920,2017,7,HAY ALFALFA ,3140.0,Tons ,0.05,155.73,489000.0
921,2017,11,HAY ALFALFA ,42100.0,Tons ,0.0,174.89,7363000.0
922,2017,13,HAY ALFALFA ,6650.0,Tons ,0.03,167.52,1114000.0
923,2017,19,HAY ALFALFA ,200000.0,Tons ,0.0,191.0,38200000.0
924,2017,21,HAY ALFALFA ,62200.0,Tons ,0.0,163.01,10139000.0
925,2017,25,HAY ALFALFA ,919000.0,Tons ,0.0,162.0,148879000.0
927,2017,29,HAY ALFALFA ,578000.0,Tons ,0.0,175.09,101200000.0
928,2017,31,HAY ALFALFA ,172000.0,Tons ,0.0,176.53,30363000.0
929,2017,35,HAY ALFALFA ,110000.0,Tons ,0.0,187.58,20634000.0
930,2017,39,HAY ALFALFA ,84000.0,Tons ,0.0,186.01,15625000.0
931,2017,47,HAY ALFALFA ,551000.0,Tons ,0.0,208.81,115056000.0
933,2017,53,HAY ALFALFA ,1450.0,Tons ,0.14,195.86,284000.0
934,2017,63,HAY ALFALFA ,11900.0,Tons ,0.02,251.01,2987000.0
935,2017,65,HAY ALFALFA ,314000.0,Tons ,0.0,192.1,60319000.0
936,2017,67,HAY ALFALFA ,90700.0,Tons ,0.0,178.51,16191000.0
937,2017,71,HAY ALFALFA ,42700.0,Tons ,0.01,274.8,11734000.0
938,2017,77,HAY ALFALFA ,312000.0,Tons ,0.0,184.16,57459000.0
939,2017,79,HAY ALFALFA ,10800.0,Tons ,0.02,224.17,2421000.0
940,2017,89,HAY ALFALFA ,22800.0,Tons ,0.01,223.51,5096000.0
941,2017,91,HAY ALFALFA ,4090.0,Tons ,0.06,234.72,960000.0
942,2017,93,HAY ALFALFA ,202000.0,Tons ,0.0,193.35,39057000.0
943,2017,95,HAY ALFALFA ,142000.0,Tons ,0.0,180.37,25612000.0
944,2017,99,HAY ALFALFA ,138000.0,Tons ,0.0,186.0,25668000.0
945,2017,101,HAY ALFALFA ,17000.0,Tons ,0.01,195.47,3323000.0
946,2017,103,HAY ALFALFA ,9220.0,Tons ,0.02,163.12,1504000.0
947,2017,107,HAY ALFALFA ,452000.0,Tons ,0.0,191.0,86332000.0
948,2017,113,HAY ALFALFA ,128000.0,Tons ,0.0,166.87,21359000.0
949,2017,115,HAY ALFALFA ,2110.0,Tons ,0.09,180.09,380000.0
950,2017,991,HAY ALFALFA ,600.0,Tons ,29.41,17643.33,10586000.0
953,2017,9,HAY GRAIN ,360.0,Tons ,0.42,150.0,54000.0
954,2017,11,HAY GRAIN ,6960.0,Tons ,0.03,174.86,1217000.0
955,2017,13,HAY GRAIN ,3730.0,Tons ,0.03,102.95,384000.0
956,2017,19,HAY GRAIN ,96100.0,Tons ,0.0,148.0,14223000.0
957,2017,29,HAY GRAIN ,13400.0,Tons ,0.01,109.55,1468000.0
958,2017,31,HAY GRAIN ,6690.0,Tons ,0.02,104.63,700000.0
959,2017,35,HAY GRAIN ,30400.0,Tons ,0.0,137.34,4175000.0
960,2017,39,HAY GRAIN ,7820.0,Tons ,0.01,109.97,860000.0
961,2017,47,HAY GRAIN ,142000.0,Tons ,0.0,116.44,16534000.0
962,2017,53,HAY GRAIN ,839.0,Tons ,0.14,120.38,101000.0
963,2017,55,HAY GRAIN ,471.0,Tons ,0.3,139.92,65900.0
964,2017,61,HAY GRAIN ,16000.0,Tons ,0.01,147.0,2352000.0
965,2017,63,HAY GRAIN ,2100.0,Tons ,0.08,175.24,368000.0
966,2017,65,HAY GRAIN ,800.0,Tons ,0.24,195.0,156000.0
967,2017,67,HAY GRAIN ,4260.0,Tons ,0.02,106.1,452000.0
968,2017,69,HAY GRAIN ,37100.0,Tons ,0.0,150.13,5570000.0
969,2017,73,HAY GRAIN ,2080.0,Tons ,0.06,125.96,262000.0
970,2017,79,HAY GRAIN ,14700.0,Tons ,0.01,166.46,2447000.0
971,2017,81,HAY GRAIN ,1140.0,Tons ,0.16,186.84,213000.0
973,2017,85,HAY GRAIN ,7680.0,Tons ,0.02,145.05,1114000.0
974,2017,91,HAY GRAIN ,1250.0,Tons ,0.14,175.2,219000.0
975,2017,95,HAY GRAIN ,10600.0,Tons ,0.01,142.45,1510000.0
976,2017,97,HAY GRAIN ,9530.0,Tons ,0.01,110.07,1049000.0
977,2017,99,HAY GRAIN ,32600.0,Tons ,0.0,111.01,3619000.0
978,2017,101,HAY GRAIN ,12600.0,Tons ,0.01,154.13,1942000.0
979,2017,103,HAY GRAIN ,12000.0,Tons ,0.01,102.92,1235000.0
980,2017,113,HAY GRAIN ,22100.0,Tons ,0.0,89.0,1967000.0
981,2017,991,HAY GRAIN ,1788.0,Tons ,0.49,877.01,1568100.0
983,2017,65,HAY GREEN CHOP ,115000.0,Tons ,0.0,55.93,6432000.0
984,2017,71,HAY GREEN CHOP ,30100.0,Tons ,0.0,88.17,2654000.0
985,2017,97,HAY GREEN CHOP ,6160.0,Tons ,0.0,28.41,175000.0
987,2017,1,HAY OTHER UNSPECIFIED ,3090.0,Tons ,0.02,77.02,238000.0
988,2017,3,HAY OTHER UNSPECIFIED ,2000.0,Tons ,0.1,200.0,400000.0
990,2017,15,HAY OTHER UNSPECIFIED ,9860.0,Tons ,0.02,242.09,2387000.0
991,2017,17,HAY OTHER UNSPECIFIED ,250.0,Tons ,0.76,189.2,47300.0
992,2017,19,HAY OTHER UNSPECIFIED ,2460.0,Tons ,0.05,123.98,305000.0
993,2017,21,HAY OTHER UNSPECIFIED ,4360.0,Tons ,0.04,153.21,668000.0
994,2017,23,HAY OTHER UNSPECIFIED ,28500.0,Tons ,0.01,185.19,5278000.0
995,2017,25,HAY OTHER UNSPECIFIED ,461000.0,Tons ,0.0,154.78,71355000.0
996,2017,29,HAY OTHER UNSPECIFIED ,22400.0,Tons ,0.01,134.02,3002000.0
997,2017,35,HAY OTHER UNSPECIFIED ,142000.0,Tons ,0.0,206.76,29360000.0
998,2017,41,HAY OTHER UNSPECIFIED ,4330.0,Tons ,0.04,159.12,689000.0
999,2017,65,HAY OTHER UNSPECIFIED ,16000.0,Tons ,0.01,190.0,3040000.0
1000,2017,67,HAY OTHER UNSPECIFIED ,10200.0,Tons ,0.01,113.92,1162000.0
1001,2017,71,HAY OTHER UNSPECIFIED ,10100.0,Tons ,0.02,204.16,2062000.0
1002,2017,77,HAY OTHER UNSPECIFIED ,15100.0,Tons ,0.01,122.25,1846000.0
1003,2017,89,HAY OTHER UNSPECIFIED ,68300.0,Tons ,0.0,190.47,13009000.0
1004,2017,93,HAY OTHER UNSPECIFIED ,82200.0,Tons ,0.0,174.91,14378000.0
1005,2017,95,HAY OTHER UNSPECIFIED ,26200.0,Tons ,0.0,125.46,3287000.0
1007,2017,103,HAY OTHER UNSPECIFIED ,3580.0,Tons ,0.04,153.35,549000.0
1009,2017,107,HAY OTHER UNSPECIFIED ,44100.0,Tons ,0.0,130.0,5733000.0
1010,2017,109,HAY OTHER UNSPECIFIED ,1010.0,Tons ,0.18,179.21,181000.0
1012,2017,115,HAY OTHER UNSPECIFIED ,3250.0,Tons ,0.04,124.92,406000.0
1013,2017,991,HAY OTHER UNSPECIFIED ,621.0,Tons ,0.36,221.42,137500.0
1015,2017,25,HAY SUDAN ,272000.0,Tons ,0.0,175.65,47776000.0
1016,2017,47,HAY SUDAN ,31000.0,Tons ,0.0,98.13,3042000.0
1017,2017,65,HAY SUDAN ,14700.0,Tons ,0.01,198.37,2916000.0
1018,2017,71,HAY SUDAN ,2760.0,Tons ,0.07,193.48,534000.0
1019,2017,95,HAY SUDAN ,22200.0,Tons ,0.01,163.96,3640000.0
1020,2017,99,HAY SUDAN ,111000.0,Tons ,0.0,30.0,3330000.0
1021,2017,107,HAY SUDAN ,31900.0,Tons ,0.0,106.99,3413000.0
1022,2017,991,HAY SUDAN ,6280.0,Tons ,0.03,193.79,1217000.0
1024,2017,63,HAY WILD ,5600.0,Tons ,0.04,251.07,1406000.0
1025,2017,81,HAY WILD ,257.0,Tons ,0.33,85.6,22000.0
1026,2017,91,HAY WILD ,400.0,Tons ,0.6,239.75,95900.0
1027,2017,97,HAY WILD ,3050.0,Tons ,0.05,140.0,427000.0
1028,2017,991,HAY WILD ,126.0,Tons ,1.13,142.86,18000.0
1043,2017,93,HORSERADISH ,425.0,Tons ,1.18,501.18,213000.0
1045,2017,71,JOJOBA ,80.0,Lbs ,0.78,62.5,5000.0
1047,2017,53,KALE ,30200.0,Tons ,0.05,1530.0,46206000.0
1048,2017,69,KALE ,16300.0,Tons ,0.07,1169.14,19057000.0
1049,2017,111,KALE ,6480.0,Tons ,0.75,4879.94,31622000.0
1050,2017,991,KALE ,28365.0,Tons ,0.02,672.83,19084700.0
1052,2017,7,KIWIFRUIT ,3450.0,Tons ,0.19,644.06,2222000.0
1053,2017,19,KIWIFRUIT ,4820.0,Tons ,0.48,2320.95,11187000.0
1054,2017,107,KIWIFRUIT ,26700.0,Tons ,0.04,961.01,25659000.0
1055,2017,115,KIWIFRUIT ,3520.0,Tons ,0.6,2100.0,7392000.0
1056,2017,991,KIWIFRUIT ,507.0,Tons ,2.82,1429.98,725000.0
1058,2017,991,KOHLRABI ,600.0,Tons ,1.45,871.67,523000.0
1060,2017,73,KUMQUATS ,138.0,Tons ,26.1,3601.45,497000.0
1062,2017,53,LEEKS ,5950.0,Tons ,0.24,1440.0,8568000.0
1063,2017,71,LEEKS ,52.0,Tons ,40.31,2096.15,109000.0
1064,2017,81,LEEKS ,1270.0,Tons ,0.91,1155.12,1467000.0
1065,2017,991,LEEKS ,3341.0,Tons ,0.11,383.74,1282078.0
1067,2017,19,LEMONS ALL ,54100.0,Tons ,0.01,580.0,31378000.0
1068,2017,25,LEMONS ALL ,50400.0,Tons ,0.02,865.75,43634000.0
1069,2017,29,LEMONS ALL ,52200.0,Tons ,0.03,1309.08,68334000.0
1070,2017,53,LEMONS ALL ,33900.0,Tons ,0.03,1140.0,38646000.0
1071,2017,65,LEMONS ALL ,84100.0,Tons ,0.01,1206.29,101449000.0
1072,2017,71,LEMONS ALL ,851.0,Tons ,0.95,809.64,689000.0
1073,2017,73,LEMONS ALL ,49700.0,Tons ,0.03,1398.43,69502000.0
1074,2017,79,LEMONS ALL ,16000.0,Tons ,0.06,1001.0,16016000.0
1075,2017,83,LEMONS ALL ,17900.0,Tons ,0.05,866.54,15511000.0
1076,2017,107,LEMONS ALL ,102000.0,Tons ,0.02,1680.0,171360000.0
1077,2017,111,LEMONS ALL ,293000.0,Tons ,0.0,882.6,258602000.0
1078,2017,991,LEMONS ALL ,12850.0,Tons ,0.05,618.72,7950600.0
1080,2017,69,LETTUCE BULK SALAD PRODUCTS ,28600.0,Tons ,0.05,1534.06,43874000.0
1083,2017,19,LETTUCE HEAD ,129000.0,Tons ,0.0,572.85,73898000.0
1084,2017,25,LETTUCE HEAD ,278000.0,Tons ,0.0,419.47,116612000.0
1085,2017,53,LETTUCE HEAD ,1012000.0,Tons ,0.0,496.55,502508000.0
1086,2017,65,LETTUCE HEAD ,10200.0,Tons ,0.05,550.0,5610000.0
1087,2017,69,LETTUCE HEAD ,23500.0,Tons ,0.01,333.74,7843000.0
1088,2017,79,LETTUCE HEAD ,37200.0,Tons ,0.01,469.81,17477000.0
1089,2017,83,LETTUCE HEAD ,178000.0,Tons ,0.0,507.32,90303000.0
1090,2017,87,LETTUCE HEAD ,33200.0,Tons ,0.01,366.93,12182000.0
1091,2017,111,LETTUCE HEAD ,785.0,Tons ,1.22,955.41,750000.0
1092,2017,991,LETTUCE HEAD ,5468.0,Tons ,0.12,652.46,3567650.0
1094,2017,19,LETTUCE LEAF ,36100.0,Tons ,0.03,1050.0,37905000.0
1095,2017,25,LETTUCE LEAF ,174000.0,Tons ,0.01,1251.25,217717000.0
1096,2017,53,LETTUCE LEAF ,182000.0,Tons ,0.01,919.52,167352000.0
1097,2017,65,LETTUCE LEAF ,9400.0,Tons ,0.09,800.0,7520000.0
1098,2017,69,LETTUCE LEAF ,3330.0,Tons ,0.2,666.97,2221000.0
1099,2017,79,LETTUCE LEAF ,15400.0,Tons ,0.05,724.74,11161000.0
1100,2017,83,LETTUCE LEAF ,53800.0,Tons ,0.01,795.07,42775000.0
1101,2017,87,LETTUCE LEAF ,22200.0,Tons ,0.02,517.34,11485000.0
1102,2017,111,LETTUCE LEAF ,11000.0,Tons ,0.19,2103.73,23141000.0
1103,2017,991,LETTUCE LEAF ,33606.0,Tons ,0.02,599.57,20149060.0
1105,2017,25,LETTUCE ROMAINE ,57800.0,Tons ,0.01,838.75,48480000.0
1106,2017,53,LETTUCE ROMAINE ,998000.0,Tons ,0.0,657.01,655692000.0
1107,2017,65,LETTUCE ROMAINE ,19200.0,Tons ,0.03,650.0,12480000.0
1108,2017,69,LETTUCE ROMAINE ,49400.0,Tons ,0.01,665.89,32895000.0
1109,2017,111,LETTUCE ROMAINE ,19200.0,Tons ,0.02,313.23,6014000.0
1110,2017,991,LETTUCE ROMAINE ,4786.0,Tons ,0.11,516.69,2472900.0
1112,2017,85,LETTUCE UNSPECIFIED ,31000.0,Tons ,0.02,565.23,17522000.0
1113,2017,991,LETTUCE UNSPECIFIED ,421.0,Tons ,2.16,909.76,383010.0
1115,2017,73,LIMES ALL ,1050.0,Tons ,1.74,1826.67,1918000.0
1116,2017,991,LIMES ALL ,1960.0,Tons ,0.48,949.49,1861000.0
1195,2017,19,MELONS CANTALOUPE ,222000.0,Tons ,0.0,369.0,81918000.0
1196,2017,25,MELONS CANTALOUPE ,51400.0,Tons ,0.01,462.3,23762000.0
1197,2017,47,MELONS CANTALOUPE ,50600.0,Tons ,0.0,237.43,12014000.0
1198,2017,65,MELONS CANTALOUPE ,21800.0,Tons ,0.01,311.56,6792000.0
1199,2017,991,MELONS CANTALOUPE ,10242.0,Tons ,0.03,295.79,3029510.0
1201,2017,19,MELONS HONEYDEW ,84600.0,Tons ,0.0,416.0,35194000.0
1202,2017,25,MELONS HONEYDEW ,14300.0,Tons ,0.05,697.34,9972000.0
1203,2017,65,MELONS HONEYDEW ,18500.0,Tons ,0.02,313.62,5802000.0
1204,2017,101,MELONS HONEYDEW ,8830.0,Tons ,0.05,400.11,3533000.0
1205,2017,991,MELONS HONEYDEW ,15.0,Tons ,20.89,313.33,4700.0
1207,2017,19,MELONS UNSPECIFIED ,10400.0,Tons ,0.05,472.98,4919000.0
1208,2017,47,MELONS UNSPECIFIED ,12500.0,Tons ,0.03,343.12,4289000.0
1209,2017,65,MELONS UNSPECIFIED ,7400.0,Tons ,0.05,334.05,2472000.0
1210,2017,77,MELONS UNSPECIFIED ,19400.0,Tons ,0.01,165.67,3214000.0
1212,2017,991,MELONS UNSPECIFIED ,11882.0,Tons ,0.03,362.65,4309050.0
1214,2017,19,MELONS WATERMELON ,55800.0,Tons ,0.01,475.0,26505000.0
1215,2017,25,MELONS WATERMELON ,30100.0,Tons ,0.01,379.6,11426000.0
1216,2017,29,MELONS WATERMELON ,113000.0,Tons ,0.0,359.18,40587000.0
1217,2017,65,MELONS WATERMELON ,34200.0,Tons ,0.01,348.83,11930000.0
1218,2017,71,MELONS WATERMELON ,977.0,Tons ,0.36,350.05,342000.0
1219,2017,77,MELONS WATERMELON ,106000.0,Tons ,0.0,315.19,33410000.0
1220,2017,991,MELONS WATERMELON ,4670.0,Tons ,0.09,419.42,1958700.0
1263,2017,89,MINT ,36.0,Tons ,1120.37,40333.33,1452000.0
1264,2017,93,MINT ,33.0,Tons ,1223.14,40363.64,1332000.0
1265,2017,991,MINT ,106.0,Tons ,103.42,10962.26,1162000.0
1269,2017,53,MUSHROOMS ,24200.0,Tons ,0.18,4361.07,105538000.0
1271,2017,85,MUSHROOMS ,18100.0,Tons ,0.23,4124.81,74659000.0
1272,2017,991,MUSHROOMS ,46.0,Tons ,137.05,6304.35,290000.0
1274,2017,13,NECTARINES ,143.0,Tons ,19.81,2832.17,405000.0
1275,2017,19,NECTARINES ,76200.0,Tons ,0.02,1641.0,125044000.0
1276,2017,31,NECTARINES ,12800.0,Tons ,0.11,1346.02,17229000.0
1277,2017,107,NECTARINES ,80900.0,Tons ,0.02,1580.0,127822000.0
1278,2017,991,NECTARINES ,3574.0,Tons ,0.55,1974.72,7057650.0
1302,2017,93,NURSERY PLANTS STRAWBERRY ,914000.0,Thou ,0.0,140.05,128003000.0
1402,2017,21,OATS GRAIN ,11200.0,Tons ,0.01,127.5,1428000.0
1403,2017,65,OATS GRAIN ,120.0,Tons ,2.01,241.67,29000.0
1404,2017,67,OATS GRAIN ,4720.0,Tons ,0.03,122.46,578000.0
1405,2017,93,OATS GRAIN ,60.0,Tons ,2.67,160.0,9600.0
1406,2017,97,OATS GRAIN ,407.0,Tons ,0.55,224.32,91300.0
1407,2017,991,OATS GRAIN ,58800.0,Tons ,0.0,2.52,148000.0
1409,2017,65,OKRA ,4020.0,Tons ,0.31,1250.0,5025000.0
1410,2017,991,OKRA ,3882.0,Tons ,0.57,2229.65,8655500.0
1412,2017,7,OLIVES ,6040.0,Tons ,0.11,654.3,3952000.0
1414,2017,11,OLIVES ,1520.0,Tons ,0.47,717.76,1091000.0
1415,2017,13,OLIVES ,435.0,Tons ,2.03,885.06,385000.0
1417,2017,21,OLIVES ,50000.0,Tons ,0.02,840.84,42042000.0
1418,2017,33,OLIVES ,67.0,Tons ,9.71,650.75,43600.0
1419,2017,39,OLIVES ,2560.0,Tons ,0.39,1008.2,2581000.0
1420,2017,55,OLIVES ,321.0,Tons ,5.05,1619.94,520000.0
1421,2017,69,OLIVES ,83.0,Tons ,7.19,596.39,49500.0
1422,2017,77,OLIVES ,18700.0,Tons ,0.04,731.82,13685000.0
1423,2017,95,OLIVES ,324.0,Tons ,7.68,2487.65,806000.0
1425,2017,101,OLIVES ,4610.0,Tons ,0.11,505.42,2330000.0
1426,2017,103,OLIVES ,56300.0,Tons ,0.02,881.56,49632000.0
1427,2017,107,OLIVES ,59700.0,Tons ,0.02,1090.0,65073000.0
1428,2017,113,OLIVES ,15200.0,Tons ,0.05,690.0,10488000.0
1429,2017,991,OLIVES ,9415.0,Tons ,0.11,1026.21,9661810.0
1431,2017,19,ONIONS ,458000.0,Tons ,0.0,279.0,127782000.0
1432,2017,25,ONIONS ,339000.0,Tons ,0.0,233.24,79069000.0
1433,2017,29,ONIONS ,281000.0,Tons ,0.0,216.73,60902000.0
1434,2017,53,ONIONS ,70700.0,Tons ,0.01,460.0,32522000.0
1435,2017,65,ONIONS ,67600.0,Tons ,0.01,352.72,23844000.0
1437,2017,71,ONIONS ,741.0,Tons ,0.48,358.97,266000.0
1438,2017,77,ONIONS ,40000.0,Tons ,0.0,160.68,6427000.0
1439,2017,85,ONIONS ,147.0,Tons ,6.8,1000.0,147000.0
1440,2017,93,ONIONS ,34100.0,Tons ,0.0,164.13,5597000.0
1441,2017,111,ONIONS ,2400.0,Tons ,0.19,451.25,1083000.0
1442,2017,991,ONIONS ,345.0,Tons ,73.35,25304.06,8729900.0
1444,2017,991,ONIONS GREEN & SHALLOT ,32.0,Tons ,67.19,2150.0,68800.0
1446,2017,19,ORANGES NAVEL ,346000.0,Tons ,0.0,542.97,187866000.0
1447,2017,29,ORANGES NAVEL ,418000.0,Tons ,0.0,837.01,349871000.0
1448,2017,65,ORANGES NAVEL ,17200.0,Tons ,0.02,362.33,6232000.0
1449,2017,71,ORANGES NAVEL ,11300.0,Tons ,0.03,370.27,4184000.0
1450,2017,107,ORANGES NAVEL ,1090000.0,Tons ,0.0,566.99,618015000.0
1451,2017,111,ORANGES NAVEL ,2670.0,Tons ,0.16,426.97,1140000.0
1452,2017,991,ORANGES NAVEL ,94.0,Tons ,23.85,2241.49,210700.0
1454,2017,39,ORANGES UNSPECIFIED ,46100.0,Tons ,0.01,460.11,21211000.0
1455,2017,73,ORANGES UNSPECIFIED ,57800.0,Tons ,0.01,853.25,49318000.0
1456,2017,991,ORANGES UNSPECIFIED ,1467.0,Tons ,0.34,500.03,733538.0
1458,2017,19,ORANGES VALENCIA ,28500.0,Tons ,0.02,542.21,15453000.0
1459,2017,29,ORANGES VALENCIA ,94200.0,Tons ,0.01,917.62,86440000.0
1460,2017,65,ORANGES VALENCIA ,8900.0,Tons ,0.04,320.22,2850000.0
1461,2017,71,ORANGES VALENCIA ,8720.0,Tons ,0.04,365.25,3185000.0
1462,2017,107,ORANGES VALENCIA ,266000.0,Tons ,0.0,574.96,152940000.0
1463,2017,111,ORANGES VALENCIA ,30600.0,Tons ,0.02,618.17,18916000.0
1466,2017,53,PARSLEY ,2850.0,Tons ,0.5,1420.0,4047000.0
1467,2017,111,PARSLEY ,10700.0,Tons ,0.1,1072.8,11479000.0
1468,2017,991,PARSLEY ,8824.0,Tons ,0.17,1469.85,12970000.0
1470,2017,991,PARSNIPS ,442.0,Tons ,1.02,450.23,199000.0
1582,2017,7,PEACHES CLINGSTONE ,18700.0,Tons ,0.02,424.65,7941000.0
1583,2017,19,PEACHES CLINGSTONE ,27600.0,Tons ,0.02,453.99,12530000.0
1584,2017,31,PEACHES CLINGSTONE ,10200.0,Tons ,0.04,457.75,4669000.0
1585,2017,39,PEACHES CLINGSTONE ,4680.0,Tons ,0.1,450.0,2106000.0
1586,2017,47,PEACHES CLINGSTONE ,24900.0,Tons ,0.02,466.99,11628000.0
1587,2017,77,PEACHES CLINGSTONE ,25800.0,Tons ,0.02,457.91,11814000.0
1588,2017,99,PEACHES CLINGSTONE ,84000.0,Tons ,0.01,456.0,38304000.0
1589,2017,101,PEACHES CLINGSTONE ,95900.0,Tons ,0.0,455.88,43719000.0
1590,2017,107,PEACHES CLINGSTONE ,22700.0,Tons ,0.02,491.01,11146000.0
1591,2017,115,PEACHES CLINGSTONE ,52100.0,Tons ,0.01,439.96,22922000.0
1592,2017,991,PEACHES CLINGSTONE ,532.0,Tons ,1.33,706.77,376000.0
1594,2017,19,PEACHES FREESTONE ,115000.0,Tons ,0.01,1656.0,190440000.0
1595,2017,31,PEACHES FREESTONE ,22800.0,Tons ,0.06,1423.07,32446000.0
1596,2017,39,PEACHES FREESTONE ,10700.0,Tons ,0.04,426.45,4563000.0
1597,2017,47,PEACHES FREESTONE ,14400.0,Tons ,0.03,433.26,6239000.0
1598,2017,77,PEACHES FREESTONE ,19100.0,Tons ,0.02,417.28,7970000.0
1599,2017,99,PEACHES FREESTONE ,8300.0,Tons ,0.2,1673.98,13894000.0
1600,2017,107,PEACHES FREESTONE ,150000.0,Tons ,0.01,1720.08,258012000.0
1601,2017,991,PEACHES FREESTONE ,13008.0,Tons ,0.06,750.85,9767100.0
1603,2017,13,PEACHES UNSPECIFIED ,463.0,Tons ,5.73,2652.27,1228000.0
1604,2017,17,PEACHES UNSPECIFIED ,309.0,Tons ,16.18,5000.0,1545000.0
1605,2017,61,PEACHES UNSPECIFIED ,299.0,Tons ,7.23,2160.54,646000.0
1606,2017,65,PEACHES UNSPECIFIED ,50.0,Tons ,39.6,1980.0,99000.0
1607,2017,991,PEACHES UNSPECIFIED ,7757.0,Tons ,0.21,1597.59,12392500.0
1609,2017,991,PEANUTS ALL ,124.0,Tons ,40.39,5008.06,621000.0
1611,2017,17,PEARS ASIAN ,314.0,Tons ,15.92,5000.0,1570000.0
1612,2017,19,PEARS ASIAN ,20400.0,Tons ,0.06,1325.98,27050000.0
1615,2017,17,PEARS BARTLETT ,163.0,Tons ,19.65,3202.45,522000.0
1616,2017,33,PEARS BARTLETT ,30600.0,Tons ,0.02,634.38,19412000.0
1617,2017,45,PEARS BARTLETT ,24700.0,Tons ,0.02,558.58,13797000.0
1619,2017,67,PEARS BARTLETT ,104000.0,Tons ,0.0,403.29,41942000.0
1622,2017,33,PEARS UNSPECIFIED ,1780.0,Tons ,0.45,807.87,1438000.0
1623,2017,45,PEARS UNSPECIFIED ,2800.0,Tons ,0.46,1282.5,3591000.0
1624,2017,61,PEARS UNSPECIFIED ,31.0,Tons ,109.26,3387.1,105000.0
1625,2017,71,PEARS UNSPECIFIED ,117.0,Tons ,5.77,675.21,79000.0
1626,2017,77,PEARS UNSPECIFIED ,1440.0,Tons ,0.33,470.83,678000.0
1628,2017,107,PEARS UNSPECIFIED ,2860.0,Tons ,0.33,943.01,2697000.0
1629,2017,991,PEARS UNSPECIFIED ,1916.0,Tons ,0.6,1144.83,2193500.0
1631,2017,79,PEAS EDIBLE POD (SNOW) ,248.0,Tons ,8.65,2145.16,532000.0
1632,2017,991,PEAS EDIBLE POD (SNOW) ,735.0,Tons ,2.62,1928.16,1417200.0
1635,2017,81,PEAS GREEN UNSPECIFIED ,228.0,Tons ,9.83,2241.23,511000.0
1636,2017,991,PEAS GREEN UNSPECIFIED ,5.0,Tons ,585.2,2926.0,14630.0
1638,2017,107,PECANS ,638.0,Tons ,8.15,5200.63,3318000.0
